ndvi,lulc,temperature,population,carbon_factor,carbon
0.35941157,40,32.66405405405408,0.7826717063642243,10,4.204934754068218
0.30779904,40,32.47918918918924,0.7867126417864917,10,2.821218726008386
0.29293427,40,33.01157894736849,0.8458967832610006,10,1.5469653036156545
0.3437029,30,32.228974358974426,0.4331108859483211,15,10.916558811383544
0.36590594,30,31.967435897435905,0.39811743816233575,15,12.019155311929138
0.29938394,30,32.724358974359006,0.35352012055595927,15,9.489558325877992
0.4347422,40,32.77432432432437,1.0970269796900523,10,4.782806955219773
0.264948,40,32.95378378378382,1.0361256635013336,10,0.0
0.22268431,40,33.45972972972976,0.9581762628118567,10,0.0
0.3365536,40,32.38729729729732,0.9230200059133952,10,3.094210807633025
0.25349975,40,33.92459459459462,0.9635674964444606,10,0.0
0.21290891,30,34.688918918918944,0.8867201407180594,15,2.2647478052452605
0.44913328,40,32.74947368421056,1.22312183897325,10,4.608915051094227
0.33225703,40,33.642432432432486,1.015255986331646,10,1.2489987398796227
0.3056119,40,33.99684210526317,1.0051222078411735,10,0.1459039030609075
0.3206884,30,33.399729729729756,0.7821533817686942,15,7.3101550542837614
0.347539,40,32.61833333333334,1.1275231108533763,10,2.170221638971798
0.34362477,40,32.2991428571429,1.197214142718788,10,2.0235291087940652
0.33255848,50,32.095405405405415,3.4529342619109995,2,0.0
0.41410658,40,32.300810810810844,1.4345913427199417,10,2.9494294263166996
0.2834525,30,32.67611111111114,1.1207877729147762,15,5.223524933013028
0.33178774,40,33.03666666666669,1.078419007760459,10,1.5248704274828393
0.3080758,40,33.2116666666667,1.0253676730939334,10,0.9037681720217057
0.33142367,40,33.2116666666667,0.9142547594736118,10,2.159769245318115
0.33759677,40,32.953243243243264,0.7998876461774733,10,3.175221750874951
0.23502554,40,32.96315789473687,0.6872911367500694,10,0.6511524324563132
0.2280326,30,32.45923076923083,0.5612336131806128,15,6.575579268654069
0.318362,30,31.866923076923115,0.4933047326640395,15,10.217412970146617
0.3867534,30,31.864358974358993,0.4546017441929392,15,12.465234993811567
0.31614342,30,32.724358974359006,0.38707863048015473,15,9.824550962360316
0.45606112,10,32.29974358974363,0.37271391364709383,120,119.51852101709646
0.3349587,30,32.38722222222225,1.1452263451732687,15,6.935406681723494
0.22578345,40,33.246111111111134,0.9607745622663025,10,0.0
0.26875755,30,33.11162162162168,0.9262749978494725,15,5.319730195949788
0.36030826,40,32.36351351351351,1.0049889511455146,10,3.420789638423395
0.39002264,40,32.36351351351351,1.0619360479235815,10,4.02748575756479
0.31724724,40,32.48135135135141,1.5716298401023778,10,0.0
0.21741708,30,34.16837837837841,0.8511017713821799,15,3.098624971546575
0.40765613,40,32.768918918918985,1.2227246739779092,10,3.3471417445324425
0.33621964,40,33.36891891891895,1.0298951187736614,10,1.5681942955467179
0.36744767,30,33.36891891891895,0.9565395641214172,15,7.871813827006975
0.47429347,10,31.910000000000025,0.8098253041492551,120,118.26967726040716
0.45522293,10,31.355405405405406,0.7785114380776561,120,118.40872575279379
0.49572966,10,31.095405405405415,0.7988068191091152,120,119.78245007530214
0.26937982,40,33.54729729729735,1.0800566162397731,10,0.0
0.3277481,40,33.03400000000005,1.0717981961055478,10,1.4394513503323587
0.33053434,40,32.446216216216214,1.0850515366813693,10,2.0445563514401757
0.33221364,40,32.424210526315846,1.0496986398926509,10,2.2937058437195006
0.18352602,50,32.410000000000025,3.9054294313609117,2,0.0
0.3818359,40,32.06729729729733,2.093317464273299,10,0.0
0.25171563,40,32.89000000000004,0.7172883475962314,10,1.07502708989787
0.24564362,30,33.22611111111115,1.083173499948377,15,3.7273300780011063
0.4229408,30,33.22611111111115,1.123793807305614,15,8.843143206158006
0.38332614,40,32.884444444444455,1.2055576036234874,10,2.587552109194995
0.35329342,10,32.47166666666669,1.267134009293491,120,111.79146565720272
0.3828465,40,32.38722222222225,1.1396515447416142,10,3.399914815191867
0.35153583,40,33.13944444444451,1.0948024229467286,10,1.93261850721073
0.3571158,40,33.13944444444451,1.005152399752658,10,2.548267874393403
0.35629857,40,32.13378378378383,1.0850970508657922,10,3.129687991059644
0.3557047,40,32.13378378378383,1.1604157048682984,10,2.735278564352673
0.40184867,10,32.97216216216219,1.2505978291614974,120,112.83030874547934
0.27551335,40,34.16837837837841,1.0103823274041095,10,0.0
0.27193278,30,34.96263157894742,1.2997711462097623,15,1.696495752968259
0.24208792,30,34.53894736842108,1.3397780125830858,15,1.02480025243874
0.38872087,40,33.561891891891946,1.2834347464639835,10,1.682560424088524
0.28630102,40,33.561891891891946,1.093704778091282,10,0.0
0.34566504,40,33.36891891891895,1.003775734402175,10,1.9821532157382542
0.41730413,40,32.77702702702709,1.0556175382466895,10,4.464008755070172
0.4801,10,31.246216216216226,1.3096775109454357,120,116.60839628750375
0.40489253,40,32.34459459459464,1.4553216358160093,10,2.5255729813437924
0.3565545,30,32.78444444444449,0.9460725764402104,15,8.181827502401102
0.3207196,40,32.98444444444448,0.7975736845344414,10,2.6492752828549087
0.36226413,40,32.17108108108107,0.7887094237294063,10,4.753296015591052
0.36265707,40,32.43820512820514,0.7612133348081371,10,4.63544069005502
0.5203968,10,32.05307692307696,0.4708773272243657,120,121.20444175470769
0.37042654,40,32.924444444444475,0.985986811659281,10,3.2584176813477423
0.301274,40,33.38055555555559,1.0388097140304702,10,0.4636156280499044
0.36951128,30,33.13166666666672,1.0666882219579228,15,7.620230467556244
0.4263358,40,32.50222222222226,1.199091784231362,10,4.292393444639331
0.37097794,30,32.45105263157899,1.0941030196455155,15,8.2077701446048
0.29776675,40,32.74368421052634,1.342199729150658,10,0.0
0.36469936,40,32.74368421052634,1.5229257720167557,10,0.5826681019919118
0.38557172,40,32.077368421052654,2.778717881200858,10,0.0
0.33333334,40,32.440270270270275,1.3396729783916124,10,0.8613648377716627
0.33605474,40,32.440270270270275,1.1818218971897163,10,1.7322622978036026
0.21908687,30,34.60578947368424,1.1980819262192393,15,0.9764071699927745
0.32170936,40,34.31756756756761,1.3679208957342055,10,0.0
0.2860412,40,33.64526315789476,1.114815943810129,10,0.0
0.2710658,40,32.86891891891895,1.0129664641360916,10,0.19822239418057652
0.37877107,40,32.86891891891895,0.9358274917899106,10,3.815075371349346
0.48425013,10,31.678648648648675,0.8128230566383303,120,118.78474007562642
